"NPI","Provider Other Organization Name","Provider Other Organization Name Type Code"
"1720716996","Cornerstone Caregiving","5"
"1720898703","Cornerstone Caregiving","5"
"1730071549","Shenandoah Community Health - Ranson","5"
"1770368474","Cornerstone Caregiving","5"
"1811472442","Richangel Care Incorporated","3"
"1821635236","MariCare Wellness","3"
"1831874601","Cornerstone Caregiving","5"
"1851012041","Salvamed Medical Transport, LPLLC","4"
"1871099663","Tempe Sports Medicine","3"
"1871168971","Cornerstone Caregiving","3"
"1891315420","Phoebe Specialty Pharmacy","3"
"1942358858","Highway Pharmacy","3"
"1003077306","Buratti Foot and Ankle, Inc","4"
"1013689793","Cornerstone Caregiving","3"
"1063304897","impactfullloveandcarellc","3"
"1063304897","impactfulloveandcrellc","3"
"1073326450","GOLDEN DAYS ADULT DAY CENTER","3"
"1093607830","Gateway Medical Sobering Center","3"
"1093716979","Emory Decatur Hospital","3"
"1114641826","BLOSSOM OF HOPE Health Services","3"
"1114645074","MediCircle","3"
"1184396970","Cornerstone Caregiving","3"
"1295320380","Boonesboro Trail Senior Living","3"
"1306631627","Southeast Neurology and Pain Management","3"
"1306823745","Emory University Hospital at Wesley Woods","3"
"1306849153","Connally Memorial Home Health","3"
"1366045932","Amplicon Dx Lab","3"
"1366932162","UCHealth Emergency Room - Thornton","3"
"1417456583","BSA Health System EMS","3"
"1417578006","GOLDEN DAYS SOCIAL SERVICES LLC","3"
"1417578006","Golden Days HealthCare Services","3"
"1417578006","Golden Days Social Circle","3"
"1518764869","Cornerstone Caregiving","5"
"1639669435","UCHealth Emergency Room - Green Valley Ranch","3"
"1649848821","Cornerstone Caregiving","3"
"1669519773","AMAZING GRACE NURSING SERVICES INC","4"
"1700478856","Cornerstone Caregiving","3"
"1710643598","Cornerstone Caregiving","3"
"1720970569","Mckenzie Dental Group","3"
"1730071572","PULSE PHARMACY","3"
"1730929811","East End Village II Senior Care Services","3"
"1740172584","BrainTools","3"
"1740872803","Walker's Trail Senior Living","3"
"1760125421","Shelby Farms Senior Living","3"
"1760374508","Amazon Pharmacy #032","3"
"1780481846","Cornerstone Caregiving","5"
"1821066820","Lynn County Hospital District","5"
"1821750241","Fairview Foot & Ankle Center","3"
"1821872409","GOLDEN DAYS TRANS","3"
"1841074424","GOLDEN DAYS AFC","3"
"1841074424","Golden Days AFC LLC","3"
"1861384604","Amazon Pharmacy #024","3"
"1902591415","Cornerstone Caregiving","5"
"1932794021","Cooper Trail Senior Living","3"
"1942090857","Cornerstone Caregiving","5"
"1962403865","Dekalb Medical Center at Hillandale","3"
"1962403865","Emory Hillandale Hospital","3"
"1972176915","Cornerstone Caregiving","3"
"1013407865","UCHealth Emergency Room - Arvada","3"
"1184516940","Dra. Claudia Barajas Odontopediatra","3"
"1194525899","EVERYBLESSING HEALTHCARE","3"
"1194617977","Dr J Family Dental","3"
"1275425035","Fred Finch Youth & Family Services-Antioch High School","3"
"1295356830","HD Ophthalmology","3"
"1336710722","MetroBest Health Services","3"
"1356233126","Fred Finch Youth & Family Services-Dozier-Libby Medical High School","3"
"1407184682","Garrison City Therapy Services","3"
"1407479975","UCHealth CCMC Radiation Oncology OP","3"
"1457243222","Fred Finch Youth & Family Services-Deer Valley High School","3"
"1487546255","Baraka House VI","3"
"1508462201","Point of Care Health Services, LLC","4"
"1609768464","Dawson Vision","3"
"1619467412","UCHealth Emergency Room - Aurora Central","3"
"1639061419","Dillon Claims & Consulting Services, LLC","4"
"1649162413","The Endoura Effect","3"
"1659178135","PARAFISIO","3"
"1699319012","Meadow Lane Community Residence","3"
"1700108412","ANGELS DIAGNOSTIC GROUP, INC","4"
"1710876545","IRONWOOD RECOVERY COLLECTIVE LLC","4"
"1730876053","Ageless Perfection Medspa","3"
"1740269299","Ironwood Cancer & Research Centers, PC","3"
"1770475519","Citadel Clinical Group","3"
"1851283618","Eating Disorder Collaborative (EDC)","3"
"1902396708","UCHealth Emergency Room - Commerce City","3"
"1952293714","nextgen dme llc","3"
"1962394726","LUMINOUS VALE THERAPY STUDIO","5"
"1992394605","Expertise Medical Group","3"
"1013744325","FCHC-Integrative Health and Wellness Center","3"
"1013744325","Family Christian Health Center Integrative Health and Wellness Center","3"
"1013797810","Reflections For Veterans Company","3"
"1013797810","Reflections For Veterans Company","4"
"1053087544","FCHC Community Connect Mobile Unit","3"
"1053087544","Family Christian Health Center Community Connect Mobile Unit","3"
"1104718980","Senior Helpers","3"
"1144888108","Butterfly Pediatric Therapy","3"
"1275200602","Family Christian Health Center","3"
"1326939844","Swift Care","3"
"1336433382","Family Christian Health Center-Dolton","3"
"1376305078","DR SONG ACUPUNCTURE CLINIC","3"
"1437765203","non emergency medical transportation","3"
"1477445260","Happy Sounds Pediatric Speech Therapy","3"
"1487240016","FAMILY CHRISTIAN HEALTH CENTER","3"
"1497647275","DST Transportation Services, LLC","3"
"1538928346","A Great Home Care,llc","4"
"1558156851","HeartMind","3"
"1558156851","HeartMind Psychotherapy","5"
"1659263432","Teolak Home Care LLC","3"
"1679360457","Hope Harbor Family Care home","3"
"1730710765","A Plus Massage, LLC","3"
"1730710765","A Plus Massage, LLC","4"
"1740300466","Dental Care Of Riverside","3"
"1841182623","Inner Body Dynamics","3"
"1851083570","ABT Lombard","5"
"1992566335","King's Homecare LLC","3"
"1992566335","King's Nursing and Homecare","3"
"1003615972","THE EMOTIONAL HOSPITAL","4"
"1245122035","Graceful Counseling","5"
"1245983956","Interim Healthcare of Hendersonville TN","3"
"1255223046","Paradise Endodontics","3"
"1285255638","Progress Counseling Group","3"
"1336556315","Wharton Dialysis","3"
"1346489036","Thyroid Institute of Utah","3"
"1366615809","Rockwall Dialysis Center","3"
"1407745599","Hickory Periodontics","3"
"1508660325","Beacon Fertility PLLC","4"
"1508758392","IKonic MEDICALS","3"
"1538822499","Aligned Oral and Facial Surgery","3"
"1578454401","9 Pharmacy Norcross","3"
"1659263341","9 Pharmacy Cobb","3"
"1790677706","Heather Groom LCSW Counseling Services","3"
"1811889504","Miillas LLC","3"
"1891740395","Weslaco Renal Center","3"
"1952783607","Vintage Dialysis","3"
"1033001748","Nicklaus Children's at Broward Health Coral Springs","3"
"1033414842","InnovaScript","3"
"1083504666","Sunstone Counseling, LLC","3"
"1104819143","Valley Pharmacy","3"
"1184457277","Cape Fear Valley Lillington Pharmacy","3"
"1194617894","W.E.T","5"
"1295627909","ESR Psychological Services LLC","4"
"1346775210","AppleGate Recovery of Lake Charles","3"
"1386536092","Rapid Results BT","3"
"1407668569","Valley Health Neurology Department of Winchester Medical Center","3"
"1417182296","Center Pharmacy","3"
"1427076298","SJR Brain and Spine","3"
"1447140306","NCA Pharmacy","3"
"1447273305","THE PAVILION PHARMACY","3"
"1477186336","Nashville Addiction Specialists LLC","4"
"1548152242","Norton Pain Management Associates","3"
"1588556344","Allbee Counseling and Treatment Services","4"
"1598657298","Nicklaus Children's at Broward Health Medical Center","3"
"1609473792","Complete Visit","3"
"1629294327","ADOLESCENT CENTER FOR TREATMENT","3"
"1679369482","Valley Health Orthopedic Trauma Department of Winchester Medical Cente","3"
"1710412960","AppleGate Recovery of Bossier City","3"
"1821980533","ATLAS COUNSELING and EDUCATION LLC","3"
"1831294156","WAIVER","5"
"1831317155","U.S. Renal Care Schertz Dialysis","3"
"1841382165","MISSION OFFICE","5"
"1932458981","Hoke Pharmacy","3"
"1962749002","EO2 Concepts","3"
"1023027091","Elara Caring XXIII","3"
"1043102775","Erie County General Health District","3"
"1053078360","Season Health","3"
"1083506976","Resurging Pathways","5"
"1144402736","Keystone Behavioral Health","3"
"1154953164","Tulare Care Center","5"
"1164314886","Del Campo Vision Associates","3"
"1194617811","Network 180","3"
"1215401468","A Healing Place, Complete Counseling Care","3"
"1265075659","Psychiatric Emergency Team-South County","5"
"1346274057","Tulare Adult Mental Health Clinic","3"
"1356233068","Dr. Tavel Family Eye Care","3"
"1417003823","Dinuba Adult Mental Health","3"
"1427843408","rethink","3"
"1487546107","Hope Springs Care Center","3"
"1497801807","Special Case Invesigations Unit","3"
"1508758210","Brownsburg Pediatrics","3"
"1508801192","North Visalia Adult Mental Health Clinic","3"
"1518857085","Lapeer County Community Mental Health- CCBHC","3"
"1518859230","Erie County General Health District","3"
"1528950243","UNITYPOINT HEALTH LABORATORY - DAKOTA DUNES","3"
"1538224076","Hospice and Palliative Care of the Piedmont","3"
"1548152259","LIKE A RIVER COUNSELING","3"
"1548601925","Spine & Joint Physicians of Frisco","3"
"1558483198","Psychiatric Emergency Team","3"
"1629960349","Erie County General Health District","3"
"1649563958","Northside Family Chiropractic","3"
"1649933565","Season Health","3"
"1689433138","OKC Speech LLC","3"
"1699667329","Erie County General Health District","3"
"1770475774","W. Mack Bartels, Psy.D.","5"
"1841756236","Nikko Dermatology","3"
"1871172429","Wellness Mind","3"
"1922519727","Connected Path Recovery","3"
"1922519727","Woodlands Recovery Centers","3"
"1922998285","Dunn's Therapy","3"
"1932219524","ACCESS Family Dental Clinic","3"
"1992889109","Sarah Bush Lincoln Hospice","3"
"1003472499","Integrated Home Care","3"
"1063016442","Charlie Health","3"
"1063304715","Clearview Behavioral Health V","3"
"1073800496","Riverside Partners in Women's Health Community Clinic","3"
"1104186659","Nevada Behavioral Solutions","3"
"1104427954","Charlie Health","3"
"1164202420","IOP Behavioral Health, LLC Alabama","5"
"1164316022","COMPREHENSIVE HOME HEALTH","3"
"1174010581","Asana Hospice and Palliative Care","3"
"1235120676","Adventist Health Ukiah Valley","3"
"1275007429","Marshfield Clinic Cornell Center","3"
"1275425902","Restoration House of Lima, LLC","3"
"1285245662","Integrated Home Care","3"
"1306442744","Charlie Health","3"
"1316004716","Schuessler, Pope, Kehl, Barnes & Durso, P.A.","4"
"1326359795","Eating Recovery Center of Houston","3"
"1336031400","rx family pharmacy","3"
"1356147110","Shoreline Spine","3"
"1366512709","Houston Family Practice","3"
"1396549671","MEDIMER","3"
"1407809478","FERGUS FALLS VA CLINIC","5"
"1417446709","Eating Recovery Center of Ft. Worth","3"
"1437266111","CVS Pharmacy #11664","3"
"1477152288","Charlie Health","3"
"1508595125","Charlie Health","3"
"1528950250","Wharton Pharmacy","3"
"1588556211","ARUNS FAMILY PHARMACY","3"
"1629044896","Grant Park Dialysis","3"
"1649069899","Charlie Health","3"
"1649921222","Charlie Health","3"
"1730855206","Inspire Counseling and Support Center, Inc","3"
"1841627916","Nevada Behavioral Solutions","3"
"1851982110","Charlie Health","3"
"1861984353","Inspire Counseling and Support Center","3"
"1871350587","Parkview Pharmacy","3"
"1962587832","Ballad Health Medical Equipment","3"
"1972363125","ReThink","3"
"1972395176","rethink","3"
"1093717365","OP Specialty Bracing","3"
"1114320660","Chilton Dialysis","3"
"1124910070","AHS","3"
"1154810810","Marshfield Medical Center - Ladysmith Clinic","3"
"1164506093","Lail Chiropractic Center","3"
"1225772668","Charlie Health","3"
"1245122902","Clearview Behavioral Health VIII","3"
"1285781229","Maryland Sports Medicine Center","3"
"1295627941","HealthPartners Worksite Health","3"
"1316836224","MedTrustWay HealthCare Rides","3"
"1316836224","MedTrustWay HealthCare Rides","5"
"1326849019","Charlie Health","3"
"1336180637","Peachtree Hematology Oncology Consultants","3"
"1366043127","Charlie Health","3"
"1386254332","Marshfield Medical Center - Minocqua","3"
"1386536035","We Help Your Feet","3"
"1417911918","Wyoming Dialysis","3"
"1427940188","Angelic Touch Home Care Agency, LLC","5"
"1457697575","Ardmore Dialysis Ranch","3"
"1528795440","Marshfield Medical Center - Stevens Point Optical/DME","3"
"1538051297","ELEVATED CONSULTING FIRM LLC","3"
"1538297478","VIP Adult Day Care 1","3"
"1538297478","VIP Adult Day Care 2","3"
"1538671425","Wilburton Family Medical","5"
"1558253203","Clearview Behavioral Health VII","3"
"1558482935","CSKT Polson Health Center Pharmacy","3"
"1588251565","Marshfield Clinic Eagle River Center, RHC","3"
"1619869336","EASTER SEALS-MICHIGAN, INC","3"
"1619869336","Easterseals MORC","3"
"1619869336","Easterseals MORC CCBHC","3"
"1619869336","Easterseals Michigan","3"
"1619869336","MORC, Inc.","3"
"1619869336","Macomb-Oakland Regional Center, Inc.","3"
"1669502316","CSKT St. Ignatius Health Center Pharmacy","3"
"1720970478","Oral Facial Surgery Institute","3"
"1730071499","Highlander Physical Therapy","3"
"1730071499","Highlander Physical Therapy","5"
"1730279118","CHOP Primary Care Drexel Hill","3"
"1750273405","Clearview Behavioral Health VI","3"
"1750934493","Marshfield Medical Center - Minocqua Clinic","3"
"1760940142","Marshfield Medical Center - Eau Claire DME","3"
"1780424382","Charlie Health","3"
"1780751354","La Paloma Adult Day Care IV","3"
"1790720738","Louisiana State University Health Science Center Shreveport Guide","3"
"1790839157","Greystone OB GYN","3"
"1801407630","Marshfield Medical Center - Weston","3"
"1841787934","Lincoln City Dialysis","3"
"1841826088","Excelacare Hospice","3"
"1851372973","Cypress Point Nursing & Rehabilitation Center","3"
"1902392111","Phalen Dialysis","3"
"1912605296","CSKT Ronan Health Center Pharmacy","3"
"1952893976","Marshfield Medical Center DME","3"
"1962394627","One Step Closer Peer Support","3"
"1982595062","Staeda Health","3"
"1003319203","Resilient Intimacy","3"
"1003708785","Premier Smiles of Durham & Sleep Center","3"
"1023063906","Eastside Dermatology Services PC","3"
"1023063906","LASER & SKIN SURGERY CENTER OF NEW YORK","3"
"1023063906","DR. R. G. GERONEMUS, M.D., P.C.","4"
"1043563257","Inova Physical Therapy Center","3"
"1053203737","MORRELL MINISTRIES","4"
"1073816914","Greensboro Dialysis","3"
"1104718881","Fast Pace Health Case Management","3"
"1144534603","SMC WEST END RHC","3"
"1144534603","SMC West End Clinic","3"
"1154799385","ProHealth Drugs","3"
"1164314845","Fast Pace Health Case Management","3"
"1174184311","Mind Healing Therapeutic Services PLLC","3"
"1194617274","Fast Pace Health Case Management","3"
"1255048633","Weston Psychiatric","3"
"1306738034","Fast Pace Health Case Management","3"
"1326047101","St. Lucy's Outpatient Surgery Center, Inc","4"
"1346007895","Ketalink Ketamine Center","3"
"1346772373","Will County Community Health Center North","3"
"1386536068","Penny Love Fitness","3"
"1407748171","SoCal Sports Podiatry","3"
"1437199213","Jones County Rest Home","3"
"1457249591","Iredell Pediatrics","3"
"1477934891","FEDCO CHEMIST PHARMACY","3"
"1497945851","SMC Downtown Clinic","3"
"1497945851","SMC Physicians Clinic","3"
"1508699372","Mount Horeb Family Pharmacy","3"
"1508758277","Drift Away Therapeutic Massage","3"
"1508758285","Fast Pace Health Case Management","3"
"1568250173","A Life Line Counseling and Wellness","3"
"1578800025","Ezra Medical Center","3"
"1578993663","Great Falls Dialysis","3"
"1679537708","Kent Dialysis Center","3"
"1699667378","Fast Pace Health Case Management","3"
"1710879499","Fast Pace Health Case Management","3"
"1730121088","Comfort Care Nursing Home","3"
"1841636289","Harrison Elementary HealthFirst Bluegrass School Clinic","5"
"1851282008","Quiet Waters Clinic","3"
"1861383028","Quiet Waters Clinic","3"
"1871485540","Fast Pace Health Case Management","3"
"1881659639","Brookfield Dialysis","3"
"1902586951","Residential Home Health","3"
"1912615998","Carvajal Pharmacy LTC North Texas","5"
"1922818228","Home care with love","3"
"1922818228","Homecare with love","3"
"1972230175","Angels Instead","3"
"1972230175","Angels Instead Home Care","3"
"1003664285","Karia Home Health Consulting, LLC","5"
"1003708694","NINTOS LOGISTIC SOLUTIONS","3"
"1013797893","Manhattan Therapy NYC","3"
"1023212198","Salem Sports & Rehab","3"
"1043212665","CentraCare - River Campus Clinic","3"
"1063304657","Nutrition Counseling with Robin, RDN, LD LLC","3"
"1083504591","WILDHORSE DENTAL","3"
"1285526863","Stepha Ksionda OTR","5"
"1396637989","Lynn Center","5"
"1447142021","Low Country Radiation","3"
"1508387796","Watson and Cowans Foot and Ankle","5"
"1568354140","Fast Pace Health Care Management","3"
"1619258225","Frederick Health Medical Group","3"
"1619869294","Fast Pace Health Care Management","3"
"1669289880","Nirvana Residential Treatment","3"
"1700778388","MAPLE PHARMACY","3"
"1710879390","Good to Hear Mobile","3"
"1720970304","Fast Pace Health Care Management","3"
"1760374342","Fast Pace Health Care Management","3"
"1790676021","Anchor Point ABA Center","3"
"1831248392","Lynn Center - Child & Family Services","3"
"1861840795","HealthFirst Bluegrass Southland","5"
"1881237220","HEALTHFIRST HARRODSBURG","5"
"1891681342","Harborside Health and Wellness LLC","3"
"1902798580","OP Specialty Bracing","3"
"1922423359","HEALTHFIRST BLUEGRASS HEALTH CARE FOR HOMELESS HOPE CENTER","5"
"1922990514","Fast Pace Health Care Management","3"
"1952292039","Faith Solutions to Mental Health","3"
"1992343206","Lexington Traditional Magnet HealthFirst Bluegrass School Clinic","5"
"1003021668","Pinnacle Therapy Services","3"
"1013940626","ReAction Physical Therapy","3"
"1033135843","Capstone Physical Therapy","3"
"1073405676","Zangmeister Cancer Care","3"
"1093184145","ECO Family Health Center","3"
"1104001916","Metro Hand Rehabilitation","3"
"1104903756","Therapyworks","3"
"1114819711","Fast Pace Health Care Management","3"
"1114943917","Carolina Hand & Wellness Center","3"
"1134011729","Fast Pace Health Care Management","3"
"1154174910","DCHC Pharmacy Algiers","3"
"1154191351","Cornerstone Caregiving","3"
"1194411017","Cornerstone Caregiving","5"
"1215525282","ECO Family Health Center, Mobile Unit","3"
"1225345317","DCHC Pharmacy Carrollton","3"
"1265465462","Alliance Rehabilitation Services","3"
"1275279176","Charlie Health","3"
"1295843373","Metro Hand Rehabilitation","3"
"1295893790","Dr Thomas Antonian OD","4"
"1316196546","East Central Oklahoma Family Health Center, Inc.","3"
"1316196546","East Central Oklahoma Family Health Center, Inc. Pharmacy","3"
"1336031079","PH Imaging Center Chapin","3"
"1336866979","Cornerstone Caregiving","5"
"1346602216","Comprehensive Chiropractic","3"
"1356065023","Cornerstone Caregiving","3"
"1356232573","SafeHaven Care Family and GroupHome","3"
"1356654495","Steward Physician Network - Radiology","5"
"1366924904","Merrimac Trail Dialysis","3"
"1396637906","Woodlands Cancer Institute","3"
"1407541980","Cornerstone Caregiving","5"
"1417755265","Self Medical Center Newberry","3"
"1457151920","Myers Healthcare Group, LLC","3"
"1477445088","Purpose Therapy Group","3"
"1508758111","Tribute Counseling & Psychotherapy Services","4"
"1518755222","Temple Health Physicians Multi-Specialty","3"
"1528848439","Glam Healthcare Inc","3"
"1548068398","Self Medical Center Newberry","3"
"1568578219","Northern Illinois Therapy Services","3"
"1578455184","ANYTIME MEALS","3"
"1588556187","Fast Pace Health Care Management","3"
"1639061245","Waypoint Psychology","3"
"1639814338","Northeastern Health System Sequoyah","3"
"1649894890","SCOTTSDALE HEALTHCARE CORP","4"
"1669139671","DCHC Pharmacy St. Charles","3"
"1669364279","Hidden Angels Homecare","3"
"1689566275","Colonial MedSpa and Family Practice","3"
"1689566291","MT.ZION NURSING COMPANIES","3"
"1699254292","Synergy Strive","3"
"1730380825","High Plains Clinic","3"
"1750273355","Zangmeister Cancer Care","3"
"1750273363","Pacific Medical EyeCare","3"
"1750969168","Aylett Family Wellness","3"
"1801538277","A & R Group Homes, Inc.","4"
"1841811163","Care Clinic","3"
"1841811163","The Care Clinic","3"
"1851283436","Diagnostic Laboratories and Radiology, TridentCare, TridentCare Imagin","3"
"1871485466","PH Imaging Center Irmo","3"
"1881217735","N/A","4"
"1912899808","VSRX LTC","3"
"1962125799","CH NY Medical","3"
"1023900644","Woodlands Cancer Institute","3"
"1033001987","Mind Compassion","4"
"1194930750","Therapyworks","3"
"1225920853","Keystone Dental Excellence","3"
"1275833915","Scottsdale Healthcare Corp.","4"
"1316799877","DCHC Pharmacy Central City","3"
"1326226234","Metro Hand Rehabilitation","3"
"1356233969","Woodlands Cancer Institute","3"
"1366334989","Woodlands Cancer Institute","3"
"1366657926","Metro Hand Rehabilitation","3"
"1376435990","Home Away From Home Care Agency","3"
"1376758938","Metro Hand Rehabilitation","3"
"1386859940","Lake City Hand Therapy","3"
"1386973477","4895 KH LOS ANGELES","5"
"1457790545","Central States Orthopedic","4"
"1487251948","UCHealth Cherry Creek Medical Center Laboratory","5"
"1497866453","Mountain View Physical Therapy of Talent","3"
"1538245014","Tulsa Hand Therapy South","3"
"1558058917","Cornerstone Specialty Hospitals West Monroe","5"
"1568511285","Reproductive Health","5"
"1578588380","Innovative Physical Therapy","3"
"1588772735","Metro Hand Rehabilitation","3"
"1619182268","North Valley Physical & Occupational Therapy","3"
"1619287448","Gattis Pharmacy","3"
"1629283288","Tulsa Hand Therapy South","3"
"1639061252","Moving Through Wellness","3"
"1659362481","Kennebec Long Term Care","4"
"1659450914","Waco Sports Medicine & Rehabilitation","3"
"1679300982","Family Health Pharmacy","5"
"1679506281","ReAction Physical Therapy","3"
"1699883793","Metro Hand Rehabilitation","3"
"1710681333","ZOE Health Group LLC","3"
"1710681333","ZOE Integrative Medicine","3"
"1720293384","Metro Hand Rehabilitation","3"
"1730394396","Pinnacle Therapy Services","3"
"1770695322","Pinnacle Therapy Services","3"
"1790677326","Jonathan's Pharmacy","3"
"1821008673","Life Sport Physical Therapy","3"
"1821203480","Tulsa Hand Therapy","3"
"1831081454","Carolina Neurosurgery & Spine Associates","3"
"1841391190","Tulsa Hand Therapy","3"
"1912930116","Advantage Physical Therapy","3"
"1932135449","Pinnacle Therapy Services - Shawnee","3"
"1932211331","Pinnacle Therapy Services (Blue Springs)","3"
"1932217601","Lake City Hand Therapy","3"
"1932679255","KZ Therapy","3"
"1942753116","Dr Rawji MD OB-GYN","3"
"1952327736","Physical Therapy Solutions","3"
"1962412726","Life Sport Physical Therapy","3"
"1982461380","Blackage Optimal Wellness","3"
"1982461380","On Point Photography","3"
"1982461380","One Well Clinic","3"
"1982461380","Courteney Geniece Houston","4"
"1982461380","Courteney Geniece Nelson","4"
"1982461380","Blackage Optimal Wellness","5"
"1982461380","God's Court","5"
"1982461380","One Well Clinic","5"
"1033925649","Cornerstone Caregiving","5"
"1033929658","Cornerstone Caregiving","5"
"1043043433","LIfespan Health","3"
"1043043433","Lifespan Health Services","3"
"1043866122","Benton Health & Wellness Clinic","3"
"1114819752","n/a","5"
"1154916534","CMG Neurointerventional Radiology Penrose","5"
"1154916534","NIPH NEURO IR PEN","5"
"1174333629","Cornerstone Caregiving","5"
"1215712914","Cornerstone Caregiving","5"
"1235941170","WeCare Pharmacy","3"
"1245569862","Anesthesia Management","3"
"1265235824","Jason's Open Arms","3"
"1275385023","Cornerstone Caregiving","5"
"1295627826","Elsewhere","3"
"1306673231","Cornerstone Caregiving","5"
"1326377946","Anesthesia Management","3"
"1346413614","Southside Family Practice","3"
"1356514830","David R Potts, MD","3"
"1366617896","Sycamore Associates","3"
"1376882399","Ear, Nose & Throat of Lafayette","3"
"1386471696","Family Health Pharmacy","5"
"1417141144","Unity Immediate Care Center","3"
"1437041225","MONT Oral & Maxillofacial Surgery","3"
"1437989118","Cornerstone Caregiving","5"
"1447092150","Cornerstone Caregiving","5"
"1487161386","Lafayette Rehabilitation Services West","3"
"1487546016","Potranco Dental & Braces","3"
"1487827994","Burgett Kresovsky Eye Care","3"
"1497023162","Lafayette Neurology","3"
"1497225783","The Incite Center","3"
"1497912497","Unity Radiology","3"
"1508023441","Lafayette Anesthesiologists","3"
"1508818980","Christopher A Moon, DPM","3"
"1508850157","BARNEY'S PHARMACY","3"
"1528430246","Mazen Alsatie, MD","3"
"1528805090","Cornerstone Caregiving","3"
"1548493067","Christopher A. Moon, DPM","3"
"1568268001","Cornerstone Caregiving","5"
"1568585024","Connected Health Family Care","3"
"1578455101","Revive Wound & Wellness","3"
"1598657132","FAMILY PSYCHIATRIC AND ADDICTION CARE","3"
"1619983947","Lafayette Rehabilitation Services","3"
"1629237714","Lafayette Cancer Care","3"
"1639120918","Lafayette Orthopedic Clinic","3"
"1659030922","Hill Country Sleep Solutions","3"
"1679746143","Froberg Pediatric Center","3"
"1679838189","Preferred Pediatrics of Lafayette","3"
"1699310664","P.R.I.S.M. Spine and Joint","3"
"1710282439","Innovations Pain Management","3"
"1750049698","Find Your Destiny Counseling Services, LLC","3"
"1750273306","Couve Therapy","3"
"1780229435","Vijay Kakumanu MD LLC","3"
"1881491140","Cornerstone Caregiving","5"
"1922990555","Palm Bay Urgent Care","3"
"1952194912","Cornerstone Caregiving","5"
"1982592416","Longhorn hospitality network","3"
"1164319190","Bella Vida Care Solutions","3"
"1194617761","SYNERGY HEALTH SOLUTIONS","3"
"1285526848","Village of Lebanon","3"
"1306242540","Mountaineer Psychological Services PLLC","3"
"1306738463","PATIENT'S PHARMACY RANDOLPH","3"
"1356233910","SimplyCare Telehealth","5"
"1376876219","InnerVision West","3"
"1376884221","Alinea Medical Imaging","3"
"1376937086","Klarus Hospice","3"
"1417909896","InnerVision Advanced Medical Imaging","3"
"1427940295","Teeba Home Care","4"
"1568283547","JE Primary and Mental Health Clinic","3"
"1568354116","HealthLinc - Newton","3"
"1588405021","Caring Support provider services","3"
"1669364139","Plymouth Orthodontics","3"
"1679932198","SuperCare Health","3"
"1730071671","JET's Pharmacy","3"
"1770545725","Hope Again Dialysis Center","3"
"1043102528","Amazon Pharmacy #033","3"
"1104718683","Amazon Pharmacy #020","3"
"1134914294","VRA Vision","3"
"1245122738","New Essence Dentistry","3"
"1245956234","California Urogynecology Center","3"
"1255223731","Amazon Pharmacy #013","3"
"1285434605","DIVINE (DPO)","3"
"1295064384","4876 KH HOLLYWOOD","5"
"1316836125","HAPPY HEARTS TRANSPORTATION LLC","4"
"1316839889","Amazon Pharmacy #030","3"
"1326930801","Assisting Hands Tigard","3"
"1407554033","Conquer Mobile Therapy Services","3"
"1417849993","Amazon Pharmacy #038","3"
"1427387026","4645 KH FT. LAUDERDALE","5"
"1548156649","Angela poe","3"
"1558253039","Amazon Pharmacy #035","3"
"1578455069","Amazon Pharmacy #025","3"
"1629657820","CLINICAL PIECE","3"
"1629657820","INFINITE AHIMSA","3"
"1629657820","SOMA TRAUMA HEALING CENTER","3"
"1750147377","TL Consultants HealthCare Services LLC","4"
"1780382804","Scruffy City Psychiatry & Psychotherapy","3"
"1851471320","MEDICAL ARTS PHARMACY","3"
"1861384331","Homewatch CareGivers of Colorado Springs","3"
"1891687372","Amazon Pharmacy #036","3"
"1912754177","Health Innovations","3"
"1922990415","Empowered Endocrinology of Chester County PC","3"
"1932091410","Amazon Pharmacy #023","3"
"1952293425","Falcon Pharmacy","3"
"1952293441","L-Train Transport, LLC","3"
"1154213668","VIP HEALTHCARE USA","3"
"1154213668","VIP HOME HEALTH CARE USA INC.","3"
"1184900631","Neuropsychiatric Institute","3"
"1205804309","Abercorn Dialysis","3"
"1215697800","Cornerstone Caregiving","3"
"1275393324","MIO Wellness Clinic","3"
"1366411985","Select Physical Therapy","3"
"1386536894","American Health Imaging of Murrels Inlet","3"
"1437679958","Flora Family Medicine","3"
"1447624960","Flora Family Medicine","3"
"1457119216","eHealistic","3"
"1467344093","GOLAN BRIDGE WELLNESS CENTER","3"
"1467730606","Clinic of Family Medicine","3"
"1518859016","A Place Of Peace AFH","3"
"1528420858","Urology of Lafayette","3"
"1578748554","Hoover Foot Clinic","3"
"1578887485","Oasis Eye Center","3"
"1588837058","Indiana Spine Center","3"
"1609768118","The Fig Collective","3"
"1609768126","Amdahl Hearing","3"
"1649162157","American Health Imaging of Anderson","3"
"1649589797","Abramovitz Internal Medicine","3"
"1720253255","Gary L Prah, MD","3"
"1730498882","West Lafayette Internal Medicine","3"
"1740568088","Louck Family Medicine","3"
"1750555975","Lafayette Orthopedic Clinic","3"
"1780128454","Lafayette Orthopedic Clinic Frankfort","3"
"1780903468","Miracles Rehabilitation","3"
"1790151082","Pain Care Center Lab","3"
"1790963197","Family Foot Clinic - Nicholas Costidakis, DPM","3"
"1801495957","Northern Roots Chiropractic","3"
"1831283142","BEST VALUE WADDY PHARMACY","3"
"1851566491","Magnante Eye Care","3"
