"NPI","Provider Secondary Practice Location Address- Address Line 1","Provider Secondary Practice Location Address-  Address Line 2","Provider Secondary Practice Location Address - City Name","Provider Secondary Practice Location Address - State Name","Provider Secondary Practice Location Address - Postal Code","Provider Secondary Practice Location Address - Country Code (If outside U.S.)","Provider Secondary Practice Location Address - Telephone Number","Provider Secondary Practice Location Address - Telephone Extension","Provider Practice Location Address - Fax Number"
"1952910473","4715 N 189th Ave","","Litchfield Park","AZ","853409571","US","2707449600","",""
"1538390323","205 North St","","Bennington","VT","052011829","US","8024425602","","8024423931"
"1144059700","1995 Gentilly Blvd Ste C-400","","New Orleans","LA","701191700","US","5049440095","",""
"1356124432","415 6th Street","","Lewiston","ID","83501","US","2087995226","",""
"1316779242","1020 N 12th St","","Milwaukee","WI","532331308","US","4142197956","","4142197150"
"1336923200","3289 N Mayfair Rd","","Wauwatosa","WI","532223203","US","4147717900","",""
"1437826690","545 Barnhill Dr Ste 139","","Indianapolis","IN","462025112","US","3179447744","",""
"1437826690","6639 Whitestown Pkwy","","Zionsville","IN","460777622","US","3177328980","","3177328979"
"1437826690","2155 E Main St","","Plainfield","IN","461681816","US","8552979689","","6034516001"
"1184722779","9400 Campus Point Dr","","LA Jolla","CA","920931350","US","6195436308","",""
"1184722779","9300 Campus Point Dr","","LA Jolla","CA","920371300","US","6195436308","",""
"1184722779","9434 Medical Center Dr","","LA Jolla","CA","920371337","US","6195436308","",""
"1184722779","6655 Alvarado Rd","","San Diego","CA","921205208","US","8586577000","",""
"1184722779","6645 Alvarado Rd","","San Diego","CA","921205208","US","8586577000","",""
"1043988033","100 Eastowne Dr","","Chapel Hill","NC","275142286","US","9849744462","","9198439355"
"1043988033","100 Woodruff Cir NE","","Atlanta","GA","303221020","US","4047275655","",""
"1548366834","2195 Harrodsburg Rd Ste 125","","Lexington","KY","405043543","US","8593236371","","8592573585"
"1285304238","26210 Harper Ave","","Saint Clair Shores","MI","480812203","US","8884858636","",""
"1841391000","401 15th Ave S","Suite 109","Great Falls","MT","594054334","US","4067276311","","4067271070"
"1518360882","9252 N Green Bay Rd","","Brown Deer","WI","532091104","US","4145275261","","4143656356"
"1639893670","600 N 93rd St Ste 100","","Omaha","NE","681142616","US","4023912001","","4023912004"
"1639893670","14214 U St Ste 3","","Omaha","NE","681372629","US","4029349722","","4025021177"
"1770364119","210 Medical Pavilion Dr","","Raeford","NC","283769111","US","9109048000","",""
"1770364119","1638 Owen Dr","","Fayetteville","NC","283043424","US","9106154000","",""
"1780765867","680 Oyster Point Rd Ste 105","","Newport News","VA","236064570","US","7576684851","","7576684897"
"1780765867","817 Volvo Pkwy","","Chesapeake","VA","233202855","US","7576684630","","7576684635"
"1780765867","3960 Virginia Beach Blvd Ste 101","","Virginia Beach","VA","234522449","US","7576684648","","7576684646"
"1023899721","6900 N Pecos Rd","","North Las Vegas","NV","890864400","US","7027919000","",""
"1912087255","19221 I 45 S Ste 110A","","Shenandoah","TX","773858756","US","8326627934","",""
"1811779390","2000 E Layton Ave","","Saint Francis","WI","532356053","US","4147446589","","4147478848"
"1710213624","1010 W 2nd St","","Bloomington","IN","474032217","US","8122002458","","9302008590"
"1710213624","824 Edwards Dr","","Plainfield","IN","461682791","US","3174063254","","3174063259"
"1710213624","1100 Southfield Dr Ste 1240","","Plainfield","IN","461684499","US","3178389911","","3178376080"
"1710213624","6639 Whitestown Pkwy","","Zionsville","IN","460777622","US","3177328980","","3177328979"
"1710213624","2155 E Main St","","Plainfield","IN","461681816","US","8552979689","","6034516001"
"1245531466","3551 Roger Brooke Dr","","San Antonio","TX","782344504","US","8325410138","",""
"1245531466","25 June St","","Sanford","ME","040732621","US","2073244310","",""
"1114685161","1740 Edgewood Ave W","","Jacksonville","FL","322083260","US","9042692437","",""
"1114685161","4348 Southpoint Blvd","","Jacksonville","FL","322160986","US","9042811915","",""
"1104988740","252 S 4th St","","Lebanon","PA","170426111","US","7172703751","",""
"1104988740","3 Hospital Dr Ste 100","","Lewisburg","PA","178379394","US","5705245056","","5707683150"
"1104988740","457 River Ave","","Williamsport","PA","177013722","US","5705245056","",""
"1437966587","6323 Zindell Ave","","Commerce","CA","900403830","US","9178800812","",""
"1003528795","5901 Majestic St","","Longmont","CO","805046933","US","9703472120","",""
"1174509020","2277 W Howard St","","Chicago","IL","606451922","US","7735080110","","7735080074"
"1174509020","1101 S Canal St","","Chicago","IL","606074901","US","3129860110","","3126631010"
"1437136736","19937 W Arlington Rd","","Buckeye","AZ","853264468","US","6233865906","",""
"1437136736","29938 West Taylor Street","","Buckeye","AZ","85326","US","6233865906","",""
"1437136736","4715 N 189th Ave","","Litchfield Park","AZ","853409571","US","6233865906","",""
"1366831612","345 Cypress Creek Rd Ste 104","","Cedar Park","TX","786134484","US","5123362777","",""
"1366831612","13625 Ronald W Reagan Blvd Bldg 6","","Cedar Park","TX","786132073","US","5123362777","",""
"1366831612","3950 N A W Grimes Blvd Ste N201","","Round Rock","TX","786653540","US","8778005722","",""
"1902446701","118 Village St","","Slidell","LA","704585302","US","5128882795","",""
"1861472458","10102 Leesville Rd","","Lynch Station","VA","24571","US","5402976026","","5402976048"
"1497263958","11204 Davenport St Ste 200","","Omaha","NE","681542658","US","4028132235","",""
"1740995919","1109 Sir Francis Drake Blvd","","Kentfield","CA","949041418","US","4152569995","",""
"1861198020","340 W. 10th St. Fairbanks Hall, Suite 6200 Indianapolis","","Indianapolis","IN","462023082","US","3179625035","",""
"1447903661","1000 Park Centre Blvd Ste 108","","Miami Gardens","FL","331695373","US","8663704022","","8884402194"
"1447903661","2003 McCoy Rd","","Orlando","FL","328097821","US","8663704022","","8884402194"
"1447903661","18954 S Dixie Hwy","","Cutler Bay","FL","331577730","US","8663704022","","8884402194"
"1114623642","1534 Hurlbut Ave","","Sebastopol","CA","954722877","US","7078238722","",""
"1114623642","7760 Joyce Dr","","Sebastopol","CA","954722651","US","7078238722","",""
"1114623642","8211 Occidental Rd","","Sebastopol","CA","954726424","US","7078238722","",""
"1801692405","10400 Blacklick Eastern Rd","","Pickerington","OH","431478235","US","6147267359","",""
"1275330938","4041 Plaza Dr W","","Fresno","CA","937021342","US","5595381230","",""
"1275330938","1553 Santa Clara St","","Fresno","CA","937063447","US","5595381230","",""
"1275330938","205 N Blackstone Ave","","Fresno","CA","937011939","US","5595381230","",""
"1275330938","130 W Barstow Ave","","Fresno","CA","937042156","US","5595381230","",""
"1275330938","524 S Trinity St","","Fresno","CA","937061873","US","5595381230","",""
"1275330938","784 W Holland Ave","","Clovis","CA","936124800","US","5595381230","",""
"1275330938","3520 E Shields Ave Ste 102","","Fresno","CA","937266923","US","5595381230","",""
"1275592305","2423 Williams Dr Ste 105","","Georgetown","TX","786283200","US","8778005722","",""
"1710371240","1550 Hendersonville Rd Ste 202","","Asheville","NC","288033245","US","8287686741","",""
"1710371240","53 S French Broad Ave Ste 100","","Asheville","NC","288013282","US","8282532900","","8886262962"
"1205635158","14279 Greenleaf St","","Sherman Oaks","CA","914234011","US","8184973381","",""
"1851093694","169 Mason St Ste 300","","Ukiah","CA","954824483","US","7074633300","",""
"1720547995","200 Ucla Medical Plz Ste 550","","Los Angeles","CA","900950001","US","3102066688","",""
"1720547995","Ronald Reagan Hospital 757 Westwood Plaza","","Los Angeles","CA","900950001","US","7347094597","",""
"1467102418","Helix 30 N Mario Capecchi Drive Rm 3N100","","Salt Lake City","UT","84112","US","8015812121","",""
"1356091243","530 New Brunswick Ave","","Perth Amboy","NJ","088613654","US","7323245080","","7323244669"
"1265019467","5230 E Stop 11 Rd Ste 250","","Indianapolis","IN","462376399","US","3178500740","","3175286916"
"1225304652","2301 Holmes St","","Kansas City","MO","64108","US","8164040690","",""
"1225304652","7900 Lees Summit Rd","","Kansas City","MO","641391236","US","8164040690","",""
"1225304652","2900 W Oklahoma Ave","","Milwaukee","WI","532154330","US","4146493323","",""
"1619438678","4860 Y St Ste 3100","","Sacramento","CA","958172307","US","9167345739","",""
"1386447837","222 Herlong Ave S","","Rock Hill","SC","297321158","US","8033291234","","8033281785"
"1710948559","200 Nola Ruth Blvd","","Harker Heights","TX","765486074","US","8778005722","",""
"1710948559","2401 S 31st St","","Temple","TX","765080001","US","2547242111","",""
"1629574561","6500 N Clark St","","Chicago","IL","606264097","US","7733881600","","7735644156"
"1629574561","4025 N Sheridan Rd","","Chicago","IL","60613","US","7733881600","",""
"1801185194","CMR 402","","APO","AE","091800402","US","3144868106","",""
"1801185194","Brian D. Allgood Army Community Hospital (BDAACH)","Unit 15245","APO","AP","962715245","US","4253799439","",""
"1568040236","1830 E Monument St Ste 6-100","","Baltimore","MD","212870020","US","6099220108","",""
"1427852045","9300 Campus Point Dr","","LA Jolla","CA","920371300","US","8586577000","",""
"1417480948","706 Peach St","","Corning","CA","960213355","US","5306902827","",""
"1417480948","4800 Alberta Ave","","El Paso","TX","799052709","US","9152158000","",""
"1417480948","875 El Cajon Blvd","","El Cajon","CA","920205714","US","6192054585","",""
"1962898742","800 E Dawson St","","Tyler","TX","757012036","US","9036064500","",""
"1144962382","1500 San Pablo St","","Los Angeles","CA","900335313","US","8008722273","",""
"1598262297","6771 Westminster Blvd Ste I","","Westminster","CA","926838066","US","7143731511","",""
"1073176939","75 Francis St","","Boston","MA","021156110","US","6177325500","",""
"1073176939","55 Fruit St","","Boston","MA","021142621","US","6177262000","",""
"1134815012","6411 Fannin St","","Houston","TX","770301501","US","7137044000","",""
"1134815012","5656 Kelley St","","Houston","TX","77026","US","7135665100","",""
"1063108579","3619 N Mission Rd","","Lincoln Heights","CA","900313136","US","2137210010","",""
"1063108579","4445 Burns Ave","","Los Angeles","CA","900292702","US","3236912877","",""
"1932696564","55 Fruit St","","Boston","MA","021142621","US","6177262000","",""
"1114452604","2800 S State Road 135 Ste 250","","Greenwood","IN","461436223","US","3173001788","","3177438103"
"1114452604","1010 W 2nd St","","Bloomington","IN","474032217","US","8122002458","","9302008590"
"1114452604","824 Edwards Dr","","Plainfield","IN","461682791","US","3174063254","","3174063259"
"1114452604","6639 Whitestown Pkwy","","Zionsville","IN","460777622","US","3177328980","","3177328979"
"1114452604","2155 E Main St","","Plainfield","IN","461681816","US","8552979689","","6034516001"
"1104513795","4201 Saint Antoine St","Department of Otolaryngology- Head and Neck Surgery","Detroit","MI","482012153","US","3135770804","",""
"1598409757","201 E Main Dr Ste 600","","El Paso","TX","799011385","US","9158873410","",""
"1437647096","12401 E 17th Ave","","Aurora","CO","800452548","US","7208480000","",""
"1437647096","211 N Eddy St","","South Bend","IN","466172808","US","5742379203","",""
"1295390409","15 Park South Rd","","Arden","NC","287048720","US","8283983601","","8284072637"
"1295390409","50 Pinehurst Cir","","Arden","NC","287043030","US","8283983601","","8284072637"
"1295390409","19 N Ann St","","Asheville","NC","288012612","US","8283983601","","8284072637"
"1295390409","1 Rocket Dr","","Asheville","NC","288039100","US","8283983601","","8284072637"
"1295390409","419 McDowell St","","Asheville","NC","288032610","US","8283983601","","8284072637"
"1295390409","211 S French Broad Ave","","Asheville","NC","288013901","US","8283983601","","8284072637"
"1295390409","10 Bethesda Rd","","Asheville","NC","288051406","US","8283983601","","8284072637"
"1295390409","125 Hill St","","Asheville","NC","288012545","US","8283983601","","8284072637"
"1295390409","21 Trinity Chapel Rd Bldg 10","","Asheville","NC","288051936","US","8283983601","","8284072637"
"1295390409","340 Victoria Rd","","Asheville","NC","288014816","US","8283983601","","8284072637"
"1295390409","90 Maple Springs Rd","","Asheville","NC","288052034","US","8283983601","","8284072637"
"1295390409","305 Overlook Rd","","Asheville","NC","288033318","US","8283983601","","8284072637"
"1295390409","241 Merrimon Ave","","Asheville","NC","288011217","US","8283983601","","8284072637"
"1295390409","60 Lees Creek Rd","","Asheville","NC","288064713","US","8283983601","","8284072637"
"1295390409","20 Erwin Middle School Rd","","Asheville","NC","288060560","US","8283983601","","8284072637"
"1295390409","37 Brickyard Rd","","Asheville","NC","288062812","US","8283983601","","8284072637"
"1295390409","50 Bell Rd","","Asheville","NC","288051538","US","8283983601","","8284072637"
"1295390409","61 Innovation Dr","","Asheville","NC","288060039","US","8283983601","","8284072637"
"1295390409","60 Ridgelawn Rd","","Asheville","NC","288064454","US","8283983601","","8284072637"
"1295390409","110 Champion Way","","Asheville","NC","288060224","US","8283983601","","8284072637"
"1295390409","544 Kimberly Ave","","Asheville","NC","288042560","US","8283983601","","8284072637"
"1295390409","20 Hillcrest Dr","","Barnardsville","NC","287099712","US","8283983601","","8284072637"
"1295390409","100 Flat Creek Rd","","Black Mtn","NC","287113607","US","8283983601","","8284072637"
"1295390409","301 E State St","","Black Mtn","NC","287113516","US","8283983601","","8284072637"
"1295390409","99 Lake Eden Rd","","Black Mtn","NC","287118849","US","8283983601","","8284072637"
"1295390409","121 Candler School Rd","","Candler","NC","287158309","US","8283983601","","8284072637"
"1295390409","475 Enka Lake Rd","","Candler","NC","287158234","US","8283983601","","8284072637"
"1295390409","125 Asheville Commerce Pkwy","","Candler","NC","287158997","US","8283983601","","8284072637"
"1295390409","390 Asbury Rd","","Candler","NC","287154412","US","8283983601","","8284072637"
"1295390409","4700 Old River Rd","","Canton","NC","287162613","US","8283983601","","8284072637"
"1295390409","60 Penland St","","Canton","NC","287164704","US","8283983601","","8284072637"
"1295390409","1 Black Bear Dr","","Canton","NC","287164716","US","8283983601","","8284072637"
"1295390409","3215 Broad St","","Clyde","NC","287217798","US","8283983601","","8284072637"
"1295390409","4182 Old Clyde Rd","","Clyde","NC","287217665","US","8283983601","","8284072637"
"1295390409","185 Freedlander Dr","","Clyde","NC","287219441","US","8283983601","","8284072637"
"1295390409","1355 Charlotte Hwy","","Fairview","NC","287301400","US","8283983601","","8284072637"
"1295390409","570 Lower Brush Creek Rd","","Fletcher","NC","287328486","US","8283983601","","8284072637"
"1295390409","100 John Roach Dr","","Marion","NC","287526928","US","8283983601","","8284072637"
"1295390409","676 State St","","Marion","NC","287524033","US","8283983601","","8284072637"
"1295390409","170 Eastfield School Rd","","Marion","NC","287525664","US","8283983601","","8284072637"
"1295390409","1545 Old Highway 221","","Marion","NC","287528787","US","8283983601","","8284072637"
"1295390409","161 Bee Tree Rd","","Swannanoa","NC","287782339","US","8283983601","","8284072637"
"1295390409","730 Old US 70 Hwy","","Swannanoa","NC","287783313","US","8283983601","","8284072637"
"1295390409","235 Old US 70 Hwy","","Swannanoa","NC","287782318","US","8283983601","","8284072637"
"1295390409","630 Sonoma Rd","","Waynesville","NC","287866508","US","8283983601","","8284072637"
"1295390409","1111 Plott Creek Rd","","Waynesville","NC","287864188","US","8283983601","","8284072637"
"1295390409","59 Lees Creek Rd","","Asheville","NC","288065101","US","8283983601","","8284072637"
"1295390409","230 Johnston Blvd","","Asheville","NC","288061823","US","8283983601","","8284072637"
"1295390409","98 Sulphur Springs Rd","","Asheville","NC","288062646","US","8283983601","","8284072637"
"1295390409","31 Gilbert Rd","","Leicester","NC","287487472","US","8283983601","","8284072637"
"1295390409","54 College Dr","","Marion","NC","287528728","US","8283983601","","8284072637"
"1295390409","600 McDowell High Dr","","Marion","NC","287529131","US","8283983601","","8284072637"
"1295390409","5740 US 25/70 Hwy","","Marshall","NC","287536364","US","8283983601","","8284072637"
"1295390409","2238 Asheville Rd","","Waynesville","NC","287863142","US","8283983601","","8284072637"
"1295390409","410 Hall Dr","","Waynesville","NC","287858239","US","8283983601","","8284072637"
"1295390409","95 Upper Brush Creek Rd","","Marshall","NC","287534067","US","8283983601","","8284072637"
"1689100166","2120 N Mays St Ste 430","","Round Rock","TX","786642108","US","8778005722","","5122558521"
"1770019648","860 Washington St","","Boston","MA","021111521","US","6176368215","",""
"1184677957","1425 Portland Ave","","Rochester","NY","146213001","US","5853365115","","5859225761"
"1659728525","10528 Spotsylvania Ave","","Fredericksburg","VA","224082710","US","8048282467","","8046285852"
"1659728525","11958 W Broad St","","Henrico","VA","232331007","US","8048282467","","8046285852"
"1659728525","9000 Stony Point Pkwy","","Richmond","VA","232351900","US","8048282467","","8046285852"
"1659728525","1000 E Broad St","","Richmond","VA","232191930","US","8048282467","","8046285852"
"1659728525","2200 Pump Rd Ste 210","","Henrico","VA","232333539","US","8048282467","","8046285852"
"1174935217","10012 Kennerly Rd Ste 406","","Saint Louis","MO","631282197","US","3145251224","",""
"1700400223","16 Municipal Dr Ste D","","Arnold","MO","630101043","US","6363332641","","5738031405"
"1710501986","4646 N Marine Dr","","Chicago","IL","606405759","US","7738788700","",""
"1619179264","961 S Main St","","Chambersburg","PA","172013237","US","7175522437","",""
"1174147037","5560 Mesa Springs Dr","","Fort Worth","TX","761232120","US","8172924600","",""
"1336034727","4803 Boardwalk Dr Ste 120","","Fort Collins","CO","805253798","US","9703876883","",""
"1427378710","11111 Research Blvd Ste 230","","Austin","TX","787595791","US","8778005722","","5126056396"
"1427378710","1401 Medical Pkwy Ste 311","","Cedar Park","TX","786135014","US","8778005722","",""
"1053989822","1556 S Sultana Ave","","Ontario","CA","917614238","US","9094186937","",""
"1053989822","4626 N Grand Ave","","Covina","CA","917242055","US","6263315316","3104","6263322219"
"1053989822","845 E Arrow Hwy","","Pomona","CA","917672535","US","9096241233","",""
"1316563646","1200 E Michigan Ave.","Sparrow Professional Building Suite 655","Lansing","MI","48912","US","5173645902","",""
"1851552210","20 Burdick Expy W","","Minot","ND","587014498","US","7018575741","","7018575089"
"1851552210","2305 37th Ave SW","","Minot","ND","587017669","US","7018575000","",""
"1851552210","1350 Hickory St","","Melbourne","FL","329013224","US","3214344225","",""
"1003706987","1803 E Oxford Dr","","Tempe","AZ","852832250","US","6127432355","",""
"1811566250","982055 Nebraska Medical Ctr","","Omaha","NE","681982055","US","4025597738","9028",""
"1124513031","7901 Diley Rd Ste 150","","Canal Winchester","OH","431109613","US","6147222000","",""
"1124513031","700 Childrens Dr","","Columbus","OH","432052664","US","6147222000","",""
"1124513031","6435 E Broad St","","Columbus","OH","432131507","US","6147222000","",""
"1124513031","55 Dillmont Dr Ste 100","","Columbus","OH","432356458","US","6147222000","",""
"1124513031","5665 Venture Dr","","Dublin","OH","430172159","US","6147222000","",""
"1124513031","433 N Cleveland Ave","","Westerville","OH","430828095","US","6147222000","",""
"1639519192","9515 Soquel Dr Ste 207","","Aptos","CA","950034137","US","8316126283","",""
"1518703149","100 Gossett Dr Ste B","","Aztec","NM","874104529","US","8662732451","",""
"1518703149","201 N 4th St","","Artesia","NM","882102168","US","8662732451","",""
"1518703149","1408 8th St","","Alamogordo","NM","883105115","US","8662732451","",""
"1518703149","2705 S Alma School Rd Ste 2","","Chandler","AZ","852864400","US","8662732451","",""
"1518703149","301 N Canyon St","","Carlsbad","NM","882205809","US","8662732451","",""
"1518703149","221 N Kansas St Ste 700","","El Paso","TX","799011444","US","8662732451","",""
"1518703149","500 N Hudson St","","Silver City","NM","880615435","US","8662732451","",""
"1518703149","1012 Marquez Pl Unit 106B","","Santa Fe","NM","875051833","US","8662732451","",""
"1518703149","115 E College Blvd","","Roswell","NM","882015158","US","8662732451","",""
"1518703149","201 E Las Cruces Ave Ste 1501","","Las Cruces","NM","880013488","US","8662732451","",""
"1518703149","950 W Aztec Ave","","Gallup","NM","873016666","US","8662732451","",""
"1518703149","2301 E 20th St","","Farmington","NM","874018905","US","8662732451","",""
"1518703149","1224 W 21st St","","Clovis","NM","881014199","US","8662732451","",""
"1942192745","27120 Fulshear Bend Dr Ste 300","","Fulshear","TX","774411191","US","3467073000","",""
"1245439884","521 E 25th Ave","","Altoona","PA","166014031","US","8145159020","","8142280544"
"1184516080","836 W Wood St","","Willows","CA","959882322","US","5309347720","",""
"1760823223","400 E Sheridan Rd","","Melbourne","FL","329013184","US","3217225200","",""
"1013171412","200 Nola Ruth Blvd","","Harker Heights","TX","765486074","US","8778005722","",""
"1609768662","5041 Pine Island Rd NW","","Bokeelia","FL","339223269","US","2392820367","",""
"1487546289","15064 Carrollton Blvd Ste 19","","Carrollton","VA","233143580","US","7575782985","",""
"1992697890","3033 Excelsior Blvd Ste 275","","Minneapolis","MN","554165149","US","6128274751","",""
"1760374565","2625 Mitcham Dr","","Tallahassee","FL","323085404","US","8506167011","",""
"1861384661","5505 Creekwood Park Blvd","","Lenoir City","TN","377721201","US","8659861400","","8659869400"
"1770475576","150 W 28th St Ste 1402","","New York","NY","100016103","US","9045013221","",""
"1063304863","8310 Guilford Rd Ste C","","Columbia","MD","210462828","US","4433539547","",""
"1063304863","1220 E Joppa Rd Ste 332","","Towson","MD","212865811","US","4433539547","",""
"1538543764","30 Warren St","","Brighton","MA","021353602","US","6172543800","",""
"1538543764","200 Somerset St","","New Brunswick","NJ","089011942","US","8882445373","",""
"1558360628","2170B South Ave","","South Lake Tahoe","CA","961507026","US","5305435554","",""
"1558360628","935 Mica Dr Ste 13","","Carson City","NV","897057181","US","7757833065","","7752671829"
"1962780197","169 Ashley Ave Rm 202","","Charleston","SC","294255182","US","8438764794","","8438762126"
"1366995433","9808 Venice Blvd","","Culver City","CA","902322732","US","5595381735","",""
"1366995433","2010 Zonal Ave # 1P10","","Los Angeles","CA","900331026","US","3232265555","","3232267818"
"1366995433","100 Pine Street","Suite 1250 (Private Office 3)","San Francisco","CA","94111","US","9176345311","",""
"1366995433","101 N. Monroe Street","Suite 800 (Private Office 860)","Tallahassee","FL","323011500","US","9176345311","",""
"1366995433","109 W 27th St Rm 5S","","New York","NY","100016208","US","9176345311","",""
"1245230507","707 E Marshall Ave","","Longview","TX","756015545","US","9033155400","",""
"1245230507","4604 NE Stallings Dr","","Nacogdoches","TX","759651608","US","9033154880","",""
"1245230507","703 E Marshall Ave Ste 5007","","Longview","TX","756015554","US","9033155400","",""
"1346406865","1320 Mercy Dr NW","","Canton","OH","447082614","US","3304891000","",""
"1346406865","8745 N Wickham Rd","","Melbourne","FL","329405997","US","3214341771","",""
"1194916999","51 N 39th St","Scheie Eye Institute","Philadelphia","PA","191042640","US","2156153020","",""
"1497866214","1942 Westlake Ave","Apt 3212","Seattle","WA","981011283","US","9525951100","","6122944903"
"1902454929","5301 Ross Rd Ste H","","Del Valle","TX","786173291","US","5123863335","","5123863333"
"1356441315","7100 W 20th Ave","Ste 314","Hialeah","FL","330161897","US","3055579300","","3058258424"
"1356441315","2955 Brownwood Blvd Ste 403","","The Villages","FL","321632040","US","8448849355","","3526748714"
"1356441315","1400 N US Highway 441 Ste 810","","The Villages","FL","321598987","US","8448849355","","3526748714"
"1861154767","2606 Hospital Blvd # 4W","","Corpus Christi","TX","784051804","US","3619026100","",""
"1861154767","2606 Hospital Blvd Ste D","","Corpus Christi","TX","784051804","US","3619024765","",""
"1861154767","14202 S Padre Island Dr","","Corpus Christi","TX","784186030","US","5129497660","",""
"1861154767","5920 Saratoga Blvd Ste 425","","Corpus Christi","TX","784144108","US","3619026170","",""
"1881169555","3099 Aloma Ave","","Winter Park","FL","327923702","US","4079516302","",""
"1881169555","1345 Redmond Cir NW","","Rome","GA","301651307","US","9107429243","","8887461787"
"1881169555","939 Springdale Dr","","Clinton","SC","293257266","US","9107429243","","8887461787"
"1154791838","149 Lilly Rd NE","","Olympia","WA","985065028","US","3604866772","","3604557405"
"1376914978","521 E 25th Ave","","Altoona","PA","166014031","US","8145159020","","8142280544"
"1750752200","100 Bowman Dr Fl 2","","Voorhees","NJ","080439612","US","8569886260","",""
"1003697582","1650 SW 45th Pl","","Corvallis","OR","973331768","US","5417578068","",""
"1003697582","393 E 2nd N","","Rexburg","ID","834401605","US","2083594840","","2083599010"
"1003697582","698 12th St SE Ste 210","","Salem","OR","973014010","US","5033831248","","5032176526"
"1386734291","100 Bowman Dr Fl 2","","Voorhees","NJ","080439612","US","8569886260","",""
"1710586128","2601 W Main St","","Carbondale","IL","629011031","US","6185495361","","6183514878"
"1710586128","502 W Saint Louis St Ste 4","","West Frankfort","IL","628961968","US","6189373400","","6189979324"
"1063691905","661 Centre St","","Brockton","MA","02302","US","6179383860","","6173147371"
"1104469659","78 Medical Center Dr","","Fishersville","VA","229392332","US","5403324000","",""
"1346646320","910 E Houston St Ste 250","","Tyler","TX","757028364","US","9036067300","",""
"1346646320","619 S Fleishel Ave Ste 305","","Tyler","TX","757012004","US","9036067400","",""
"1619481017","5555 N LaMar Blvd Ste D125","","Austin","TX","787511034","US","5123241891","17696","5123241396"
"1619481017","4616 W Howard Ln Ste 850","","Austin","TX","787286300","US","5123241891","",""
"1982906079","94 PLANTATION WAY","","ELKINS","WV","262415720","US","7406992747","",""
"1538755681","1000 36th St","","Vero Beach","FL","329604862","US","7274521688","",""
"1538755681","1350 Hickory St","","Melbourne","FL","329013224","US","3214343455","",""
"1477950947","409 Cherry Hill Trl Apt 201","","Inkster","MI","481411060","US","3132878699","",""
"1477950947","555 Towner St","","Ypsilanti","MI","48198","US","7345443000","","7345446732"
"1063288892","801 Pole Line Rd W Rm H1155","","Twin Falls","ID","833015810","US","2088141016","","2088141931"
"1811655392","11211 Taylor Draper Ln Ste 202","","Austin","TX","787593971","US","5123438850","",""
"1154033843","920 Washington Ave","","Carnegie","PA","151063277","US","4122948287","",""
"1730893058","2201 Heritage Pkwy","","Mansfield","TX","760635628","US","8174727700","","8174727701"
"1255636742","2423 Williams Dr","Suite 103","Georgetown","TX","78628","US","8778005722","",""
"1144619099","12844 Military Rd S","","Tukwila","WA","981683045","US","4255860941","",""
"1366597817","8402 Six Forks Rd Ste 101","","Raleigh","NC","276153071","US","9198476773","","9198476827"
"1700244639","3551 Roger Brooke Dr","","San Antonio","TX","78234","US","2109162928","","2109163877"
"1700244639","101 Bodin Cir Bldg 777","","Travis AFB","CA","945351809","US","7078165930","","7078165665"
"1124169917","777 S Alameda St Fl 2","","Los Angeles","CA","900211656","US","3236437980","",""
"1508163015","205 E University Ave Ste 200","","Georgetown","TX","786266821","US","5126860207","10156","5124288060"
"1508163015","3560 Delaware St Ste 104","","Beaumont","TX","777063059","US","4096796522","","4098994606"
"1508163015","4450 Highland Ave","","Houston","TX","77705","US","8325485000","","7135234897"
"1508163015","4131 Spicewood Springs Rd Ste M2","","Austin","TX","787598652","US","4096796522","",""
"1114387255","22 Bramhall St","","Portland","ME","041023134","US","2076620111","",""
"1114387255","1350 Hickory St","","Melbourne","FL","329013224","US","3214343455","",""
"1508624867","1959 NE Pacific St Seattle Wa 98195-6365","","Seattle","WA","981956365","US","2065430903","",""
"1528694924","100 Gossett Dr Ste B","","Aztec","NM","874104529","US","8662732451","",""
"1528694924","221 N Kansas St Ste 700","","El Paso","TX","799011443","US","8662732451","",""
"1528694924","1224 W 21st St","","Clovis","NM","881014199","US","8662732451","",""
"1528694924","2301 E 20th St","","Farmington","NM","874018905","US","8662732451","",""
"1528694924","950 W. Aztec Ave.","","Gallup","NM","874018905","US","8662732451","",""
"1528694924","201 E. Las Cruces Ave. STE 1501","","Las Cruces","NM","88001","US","8662732451","",""
"1528694924","115 E College Blvd","","Roswell","NM","882015158","US","8662732451","",""
"1528694924","1012 Marquez Pl Unit 106B","","Santa Fe","NM","875051833","US","8662732451","",""
"1528694924","500 N Hudson St","","Silver City","NM","880615435","US","8662732451","",""
"1528694924","201 N 4th St","","Artesia","NM","882102168","US","8662732451","",""
"1528694924","6565 Americas Pkwy NE Ste 200","","Albuquerque","NM","871108172","US","8662732451","",""
"1528694924","2705 S Alma School Rd Ste 2","","Chandler","AZ","852864400","US","8662732451","",""
"1528694924","301 N Canyon St","","Carlsbad","NM","882205809","US","8662732451","",""
"1316441090","700 Childrens Dr","","Columbus","OH","432052664","US","6147222000","",""
"1316441090","455 Executive Campus Dr","","Westerville","OH","430828870","US","6147222000","",""
"1316441090","433 N Cleveland Ave","","Westerville","OH","430828095","US","6147222000","",""
"1316441090","584 County Line Rd W","","Westerville","OH","430827295","US","6147222000","",""
